#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
22250,-24957.2421875,303.6637113489561,20.616131364418568,0.9257732039252055
22500,-24666.5625,289.65507432887244,20.604443237257897,0.9262983603103998
22750,-24982.18359375,314.4983729434554,20.577328811837603,0.9275189292208373
23000,-24757.560546875,304.1586642540974,20.516003894659367,0.9302914000103616
23250,-24847.833984375,299.478206249526,20.35404414886311,0.9376938482688095
23500,-24799.994140625,288.7218559594282,20.41063932270745,0.9350937853547342
23750,-25246.08984375,300.5632511474083,20.25304695811871,0.9423699073649691
24000,-25095.87109375,294.53393996897194,20.141997891580008,0.9475654842442015
24250,-25032.5546875,283.9598711827903,20.131371403443556,0.9480656634508258
24500,-25072.04296875,300.69960185011905,20.335242633458144,0.9385608192536731
24750,-25045.8203125,291.63060357532936,20.28332695951889,0.9409630887414046
25000,-24958.830078125,299.3514239562969,20.272814594477488,0.9414510203718763
25250,-24954.70703125,297.49862160324517,20.51230251360029,0.9304592681941085
25500,-24701.25390625,299.5306861345373,20.473589185211555,0.9322186653802139
25750,-24616.03125,288.47335576636834,20.529639666659616,0.9296735011270738
26000,-24624.138671875,300.88921668165017,20.710291987530628,0.9215641188097216
26250,-24776.224609375,313.7140182800745,20.76912779433817,0.9189534666440665
26500,-24560.44921875,308.23660034041836,20.835545861718575,0.916024092310795
26750,-24586.17578125,302.79761208984746,20.906058223599835,0.9129345083443607
27000,-24689.19921875,298.0783059534482,20.71842798327558,0.9212022264038213
27250,-24613.87890625,297.6298314323955,20.756455556957278,0.9195145063861049
27500,-24715.521484375,306.11888191570466,20.844554951144044,0.9156281834999397
27750,-24796.546875,309.98226827951265,20.677517201005195,0.9230248390194968
28000,-25014.06640625,310.8198507005679,20.799166952443866,0.9176262698126061
28250,-24704.07421875,289.6073942418021,21.03320977038648,0.9074155677680952
28500,-24809.5859375,300.85825038789875,20.965488237175418,0.9103466501647303
28750,-24787.279296875,299.57118813371426,20.72824489833787,0.9207659442170683
29000,-24891.8828125,291.64571424787465,20.691193391504253,0.9224147503071185
29250,-24833.9296875,298.8993178616315,20.562198199932638,0.9282014403422695
29500,-24714.755859375,295.33558412368245,20.622055985021362,0.9255072335970543
29750,-24708.95703125,299.92841716320663,20.430935208275883,0.9341648725923059
30000,-24671.26171875,299.8268251233002,20.33888953696716,0.9383925288099426
30250,-24887.30859375,303.69714905625744,20.437209766559782,0.9338780686691285
30500,-24901.1875,305.1773998184425,20.66029806807034,0.9237941254718455
30750,-24640.765625,294.9469899726477,20.558976127216496,0.9283469112313598
31000,-24988.6875,309.4845254721674,20.4626893449764,0.932715229362864
31250,-24818.4765625,297.4466715355386,20.513645973433277,0.93039833145694
31500,-25100.48046875,298.6523379723076,20.37189280974146,0.9368722957669496
31750,-24922.671875,296.09914317787934,20.211876866909133,0.9442894448376563
32000,-24874.443359375,306.31218722829806,20.744468304188313,0.9200458505811525
32250,-24903.40625,303.60810333205194,20.963982663052594,0.9104120286942452
32500,-24808.357421875,298.23480609156746,21.090041413463254,0.9049703417650404
32750,-24940.3203125,306.58034736624984,20.757221069238646,0.9194805953126917
33000,-24812.4453125,293.99812258248744,20.81175321156782,0.9170713198334575
33250,-24926.712890625,293.480000851368,20.733531704201024,0.9205311597692507
33500,-24903.1015625,282.88251479301476,20.673866124137536,0.9231878484255645
33750,-24993.04296875,293.9502951830717,20.84120169582699,0.9157755039433372
34000,-25136.619140625,281.3184670594235,20.613981424418604,0.9258697576574049
34250,-25090.19140625,292.5672163083224,20.53982511152729,0.9292124875527492
34500,-25073.70703125,299.60389058002147,20.28283229919123,0.9409860370704608
34750,-24909.5390625,296.80073579674814,20.574430944798465,0.9276495683884709
35000,-24658.45703125,291.97104417777075,20.713022387286404,0.9214426378207143
35250,-24798.92578125,296.30889848865803,20.772394223994535,0.9188089625092086
35500,-24903.13671875,307.69335204921043,20.622520896940593,0.9254863690603479
35750,-24966.548828125,313.5067689149267,20.392605535079824,0.9359207166023373
36000,-24779.15234375,301.40695134614526,20.362989133240053,0.9372819413150596
36250,-24733.7734375,309.6550247603814,20.556660532246223,0.9284514844150705
36500,-24722.5390625,303.0742291831065,20.605531653215085,0.9262494318025871
36750,-24555.794921875,304.13396250073714,20.432476471047362,0.9340944066582038
37000,-24650.88671875,307.2275447559554,20.381231210487144,0.9364430337240904
37250,-24637.86328125,299.43010772249505,20.517236731320036,0.9302355007994663
37500,-24735.12109375,295.3639511067422,20.512080944279422,0.9304693189163491
37750,-25042.384765625,314.57070293695506,20.519151531572167,0.9301486933518615
38000,-24884.01171875,296.58426060379736,20.393376826533814,0.9358853194409711
38250,-24988.658203125,299.74393177108635,20.607353311586365,0.9261675527759201
38500,-25194.865234375,300.75710407580044,20.451294625294437,0.9332349044629696
38750,-25153.48828125,291.34700369950053,20.606842755495794,0.9261904995461057
39000,-25073.234375,297.32007906095214,20.758880250707833,0.9194071045874409
39250,-24759.078125,288.06252725071164,20.782876386684503,0.9183455471067001
39500,-24789.609375,296.4722200656034,20.66617201784994,0.9235315553018582
39750,-24721.15234375,297.6011918731024,20.803579546128248,0.9174316344675773
40000,-24638.87109375,289.63701581629795,20.75565035214947,0.9195501784796712
40250,-24741.916015625,303.37713487062786,20.760188743096876,0.9193491553455687
40500,-24638.546875,292.7181156412493,20.407474766416623,0.9352387889357665
40750,-24456.3671875,300.08980903424623,20.516081177141402,0.9302878956750168
41000,-24625.318359375,301.06134761895123,20.464820148513123,0.9326181147586281
41250,-24621.0703125,307.4698908142879,20.76564136172593,0.919107753683866
41500,-24486.947265625,292.13888192520216,20.697021872202097,0.9221549894294055
41750,-24798.650390625,310.6603173028326,20.534048055482177,0.9294739125091876
42000,-25005.94140625,305.1206208185467,20.360627845488377,0.9373906409280914
42250,-24913.904296875,296.74263566930443,20.57186773749242,0.9277651513866454
42500,-24806.87890625,303.18340022293006,20.958763338018198,0.9106387470466759
42750,-24913.01953125,294.2205224173194,20.73340257789815,0.9205368927783355
43000,-24816.7890625,295.7686507238651,20.682975697990106,0.9227812411748563
43250,-24711.93359375,297.2062993851864,21.073502011797306,0.9056806018807935
43500,-24607.388671875,295.0840025004779,21.222202182603922,0.8993346600677282
43750,-24698.38671875,306.3504138146691,21.26062416766444,0.89770939156192
44000,-24583.373046875,296.1653788795424,21.103366130858326,0.9043989412604873
44250,-24765.796875,307.08098076244755,21.055734591940727,0.906444840593972
44500,-24582.986328125,295.5769932755122,20.912221866022893,0.9126654311558555
44750,-24813.791015625,311.8825995621366,20.96087098270445,0.9105471810560312
45000,-24729.556640625,300.8950477974219,20.843782779287487,0.9156621035576306
45250,-24652.98828125,296.1371156439055,20.966633516407217,0.9102969234829834
45500,-24629.26953125,292.7885076474352,20.812839974503227,0.9170234340513758
45750,-24692.1484375,301.5018965778743,20.932009583842778,0.9118026584754145
46000,-24749.787109375,300.68165383404806,20.742376335210928,0.9201386416551397
46250,-24735.80859375,299.87183061153195,20.815505399651617,0.9169060092146566
46500,-24633.51953125,296.9993119650671,20.76444790078523,0.9191605804775067
46750,-24492.015625,296.34845151850516,20.864782650103365,0.9147405130379417
47000,-24613.240234375,301.59337237442065,20.93864578744195,0.9115136756947066
47250,-24726.20703125,296.54359955796195,20.907494888974103,0.9128717757499454
47500,-24789.521484375,297.6287367380817,20.536041041147776,0.9293837087459371
47750,-24792.75,298.76743290155366,20.883311671844133,0.9139288962254563
48000,-24776.705078125,301.26094505316763,20.725870417074024,0.9208714327412622
48250,-24981.599609375,311.69385589508244,20.50050801187813,0.9309945868035184
48500,-24952.244140625,298.6911038305766,20.54915009982867,0.9287908206938363
48750,-24952.6171875,297.90989346379075,20.714564451188686,0.9213740424402441
49000,-24926.697265625,301.7913342768987,20.779250000631215,0.91850581638899
49250,-24712.271484375,294.4531438636413,21.017702600167475,0.9080850723251082
49500,-24833.1875,308.30972754174394,20.79532800394887,0.9177956694001864
49750,-24980.193359375,289.0644519117936,20.761391199044592,0.9192959085833805
50000,-24931.98828125,296.1264632870992,20.55620021799526,0.9284722751957143
50250,-25056.333984375,297.2933194488052,20.54955081536854,0.9287727093045175
50500,-24837.3671875,289.8439847647372,20.484308977511645,0.9317308192692166
50750,-25014.88671875,289.4171757313719,20.467902241426728,0.9324776794737274
51000,-25045.90625,297.08089856935015,20.534876449428268,0.9294364167607196
51250,-25062.31640625,289.1681678598945,20.40931326956823,0.9351545411495596
51500,-25099.486328125,290.3242410978375,20.43324333711822,0.9340593498003362
51750,-25074.296875,288.86277582473826,20.62082921489345,0.9255622936829272
52000,-24948.45703125,284.6451442435274,20.848281858455852,0.9154645027997673
52250,-24858.7734375,284.91844793309815,20.58935678084186,0.9269770876737563
52500,-25069.564453125,297.6773060887202,20.556807113946267,0.9284448640291205
52750,-24653.03125,290.44456803089236,20.68874526491097,0.9225239008646486
53000,-24813.11328125,303.56677996215217,20.8032463311415,0.9174463293841809
53250,-24792.240234375,305.4506381306056,20.721267482185475,0.9210759912340897
53500,-24977.998046875,294.78128094726424,20.660616160287212,0.9237799026762122
53750,-24835.876953125,298.0394822586763,20.40044558805217,0.9355610348510535
54000,-24743.455078125,290.32220105681375,20.455987087066113,0.9330208268389202
54250,-25081.6640625,306.22376568549004,20.667265371839076,0.9234826979957795
54500,-24806.486328125,290.63199481052266,20.75794931669084,0.9194483373381364
54750,-24694.087890625,289.0987919072745,20.719427627487793,0.9211577814273259
55000,-24832.73046875,293.72095674042237,20.51250620835584,0.9304500284809667
55250,-24964.171875,292.1532200297342,20.525025034045807,0.929882519223343
55500,-24990.2109375,293.2853463802328,20.68199160179197,0.9228251492050225
55750,-24895.30859375,287.68021683658804,20.905706193817434,0.9129498811872266
56000,-24823.140625,293.4698519773674,20.874675902836735,0.9143069849140533
56250,-24884.62109375,293.6145065844561,20.7724720509089,0.9188055200654655
56500,-24811.681640625,291.2688759387289,20.765691089327348,0.9191055526964856
56750,-24977.7890625,287.28493644507836,20.693575756100945,0.9223085565651331
57000,-25167.923828125,291.3649822372926,20.40449698297914,0.9353752754454858
57250,-25115.205078125,286.10877849660835,20.302912213164966,0.9400553864092905
57500,-24857.470703125,295.0363132069689,20.652354401025683,0.9241494512041113
57750,-24887.56640625,293.9661887333601,20.63817327328907,0.9247844629002387
58000,-24891.271484375,292.06221020762325,20.43828691826235,0.9338288508283338
58250,-24865.076171875,296.55714163871045,20.6723087130179,0.9232573995841027
58500,-24782.896484375,296.36835011366384,20.586120320021827,0.9271228230031282
58750,-24751.6953125,288.8951086813593,20.497313562189976,0.9311396797376955
59000,-24902.06640625,291.647930975989,20.685271042672856,0.9226788445946565
59250,-24874.51953125,298.79328654396465,20.66918913886704,0.9233967456367701
59500,-24790.23046875,286.55747023598775,20.753888533108864,0.9196282400444067
59750,-25043.546875,305.74709457035016,20.574300217823104,0.9276554625778716
60000,-24814.486328125,289.6094423243447,20.68420035143124,0.9227266058878633
60250,-25042.49609375,293.6645902558895,20.408586975678606,0.9351878211130329
60500,-24959.09765625,297.55936761744067,20.645920460336015,0.9244374462474352
60750,-24921.27734375,304.3939781639048,20.83768379073899,0.9159301090010366
61000,-25039.60546875,305.3366860287676,20.84653104500835,0.9155413888561933
61250,-24816.43359375,289.34889765199284,20.69387835704657,0.922295069898373
61500,-24855.865234375,305.64435825532524,20.68865065697003,0.9225281195103292
61750,-24749.59375,301.4383701311421,20.812630365027733,0.9170326696356175
62000,-24401.845703125,295.2217436901715,20.869171890216645,0.9145481232404841
62250,-24698.92578125,302.9171908629316,20.617725287565978,0.9257016338893065
62500,-24640.08203125,301.70477911012836,20.521457809587222,0.9300441597703726
62750,-24654.984375,306.73207074666965,20.47510253282732,0.9321497636058582
63000,-24663.0234375,307.781116870242,20.387554602602115,0.936152587095694
63250,-24667.54296875,297.6320374071312,20.405870876061204,0.9353122981960523
63500,-24589.9296875,291.3237077053386,20.39271763870813,0.9359155716231343
63750,-24613.375,297.55591587200485,20.322725110236686,0.9391389138146158
64000,-24678.623046875,303.45887862668854,20.361639953033816,0.9373440464424364
64250,-24510.4453125,293.45727650652384,20.630105885845214,0.9251460991713059
64500,-24675.87890625,294.9263409960193,20.434037557740076,0.934023045218065
64750,-24847.609375,296.1675380375014,20.36866763430253,0.9370206401541219
65000,-24959.95703125,302.95362437360467,20.521655806965853,0.9300351865029434
65250,-24817.10546875,300.31339068395965,20.727025198352955,0.9208201274969902
65500,-24873.71484375,296.15555247219675,20.574436497092996,0.9276493180494821
65750,-24907.986328125,302.1015782393148,20.464454046498563,0.9326347989745789
66000,-24943.078125,302.2454110798309,20.36516797172058,0.9371816629395667
66250,-24755.61328125,303.8513391475732,20.53506148120099,0.9294280420466734
66500,-24897.748046875,308.3671871530838,20.776768569337744,0.9186155162717421
66750,-24767.9765625,299.207051900987,20.814530562170052,0.9169489520205094
67000,-24999.974609375,302.0736322790363,20.662256669612383,0.9237065578538639
67250,-24930.5546875,296.9893897554649,20.51763566315186,0.9302174138932331
67500,-24786.4609375,302.61407678809815,20.916467962194062,0.9124801577531094
67750,-24667.38671875,295.0131290208053,20.638572031714016,0.9247665951138788
68000,-24665.0078125,295.59140666540185,20.89744700359647,0.9133107016611169
68250,-24907.00390625,291.8656513995507,20.647546295505993,0.9243646539218463
68500,-24828.33203125,284.04939046903695,20.241182362310752,0.9429222880437423
68750,-25036.685546875,303.1805976414838,20.58043971134009,0.9273787272515921
69000,-24821.4375,293.8000922080627,20.478763946245635,0.9319831038571886
69250,-24866.380859375,298.5487397942131,20.52696253471825,0.9297947493936255
69500,-24726.103515625,290.41015776646657,20.63268033263337,0.9250306638829581
69750,-24722.763671875,293.3640923301138,20.77033822719308,0.9188999127993485
70000,-24634.1953125,291.71307391502387,20.917106519171604,0.9124523015784961
70250,-24793.4453125,299.227922416056,20.850690241294963,0.9153587610246585
70500,-24738.39453125,295.75763912819576,21.01384099051401,0.908251946628718
70750,-24599.2265625,305.26006013157627,21.038208455299454,0.9071999655452141
71000,-24621.677734375,298.63354519759514,20.802849429713397,0.9174638335131017
71250,-24739.181640625,304.75351063871256,20.925605196280017,0.9120817203018637
71500,-24634.92578125,302.08295678526036,20.876222757725643,0.914239237973144
71750,-24880.474609375,303.0686043594765,20.587360575135108,0.9270669698587839
72000,-24848.8125,292.9872771576865,20.558081360189544,0.9283873164710896
72250,-24951.109375,307.39973880623813,20.54297854228908,0.9290698496564744
72500,-24607.9140625,293.02216757861333,21.013922663136807,0.9082484166205499
72750,-24876.97265625,294.4454129376611,20.982084528757966,0.909626589275326
73000,-24846.33203125,306.76273271017095,21.154764066012955,0.9022015998960662
73250,-24685.83203125,296.39640594245435,21.09094065541795,0.9049317570801577
73500,-24848.55859375,301.12416318898227,20.8763632409226,0.9142330857880409
73750,-24495.064453125,285.9049756906844,20.799818515784896,0.917597524771503
74000,-24894.46875,308.14328609759247,20.394279083058677,0.9358439152495039
74250,-24850.033203125,315.3666716128122,20.52796415614381,0.9297493818971081
74500,-24914.33984375,303.82272157032077,20.771960221609277,0.9188281597961797
74750,-24817.3515625,292.13082824364153,20.712233195653276,0.9214777472564428
75000,-24659.361328125,291.6497717473788,20.855803468003767,0.915134342105858
75250,-24839.32421875,287.59084613264554,20.71448997752547,0.9213773550055163
75500,-24866.193359375,298.8414694422651,20.55366555431653,0.9285867737481222
75750,-24778.62890625,301.5448081837773,20.36673586867978,0.9371095156750756
76000,-24900.640625,308.8382943842672,20.143587593973905,0.9474907037657168
76250,-24954.3359375,308.7359508620049,20.230395791784048,0.9434250413198457
76500,-24914.9609375,299.18337603147353,20.36971909728276,0.9369722721569917
76750,-24748.1796875,307.5369034189326,20.270923990619636,0.9415388264793788
77000,-24575.28515625,289.95663988337265,20.769092209172843,0.9189550411525095
77250,-24799.322265625,293.81910398310663,20.72702015001362,0.9208203517748863
77500,-24783.30859375,290.40656839950003,20.342333202000503,0.9382336724237591
77750,-24886.00390625,298.32525723581585,20.317247061827143,0.9393921296374831
78000,-25005.78515625,298.10014009467994,20.33328248957556,0.9386512972298305
78250,-24950.00390625,295.3732503439323,20.216578237498577,0.9440698500787547
78500,-24821.978515625,299.80814471713035,20.4946568230945,0.9312603841345468
78750,-24859.29296875,293.4190221716422,20.447787785627245,0.9333949562600681
79000,-24867.880859375,302.5125097760426,20.43179742620818,0.9341254510138676
79250,-24953.615234375,294.02448273592904,20.42500421115785,0.9344361346743026
79500,-25141.1875,299.52889196607595,20.360420563498963,0.9374001841591021
79750,-25037.810546875,307.7145397863828,20.62450751758912,0.9253972231581178
80000,-24988.89453125,306.74641786855926,20.56441651443825,0.92810131385836
80250,-24837.82421875,299.86877278609717,20.581908544313684,0.9273125446402631
80500,-24974.4140625,317.8736158727127,20.384345580092106,0.9362999616931758
80750,-24865.19921875,292.13844693132074,20.192284107125307,0.9452056976083163
81000,-24888.28515625,300.03890308524484,20.15500998351792,0.9469537351451804
81250,-24745.498046875,305.3656548969495,20.115317373661895,0.9488223144204962
81500,-24737.65625,299.52316028721833,20.432496238786737,0.9340935029539003
81750,-24861.5625,300.02364255914085,20.394419627298664,0.9358374660602543
82000,-24830.23828125,298.6376193220271,20.55685924241633,0.9284425096611828
82250,-24872.98046875,288.9390762269327,20.158512873712933,0.9467891855588717
82500,-25182.279296875,296.00828384806033,20.43596773091686,0.9339348269231393
82750,-25041.91015625,286.64355484655414,20.2204574377226,0.943888734691766
83000,-25173.2890625,297.0828928345862,20.447341085178397,0.933415347563963
83250,-24825.43359375,288.88656967325977,20.748827633049554,0.9198525489401619
83500,-25054.443359375,295.1196049213103,20.73183234877896,0.920606614248682
83750,-24883.87890625,291.17986182434447,20.670932097773758,0.9233188854524963
84000,-24687.28125,298.72026232140905,20.676181553366288,0.9230844649201354
84250,-24700.4921875,305.19661543075944,20.56086394646702,0.928261673997421
84500,-24760.16015625,307.449041540178,20.618198798414063,0.9256803745266423
84750,-24913.412109375,309.32259457990284,20.25473266702049,0.9422914782211372
85000,-24757.99609375,301.4721331335827,20.428344042812995,0.9342833636334511
85250,-24758.224609375,293.55712024089934,20.510970206499305,0.9305197069484781
85500,-24787.1953125,304.5147855291426,20.776207730930448,0.9186403136202157
85750,-24741.69140625,297.8556978949152,20.536366526858007,0.9293689787246299
86000,-24930.69140625,302.15535042531513,20.645881184453657,0.9244392048595312
86250,-24848.6328125,293.8361499252709,20.45939891289856,0.9328652355347584
86500,-24751.62109375,303.1580940961364,20.114833857933284,0.9488451219920586
86750,-24889.33984375,308.94322892825784,20.421293276076323,0.9346059393868021
87000,-24721.193359375,295.96068523958417,20.47605921941421,0.9321062115157681
87250,-24918.2734375,299.8552731288007,20.41114399455297,0.9350706648718003
87500,-24876.26171875,291.5667364026389,20.274370370523716,0.9413787770952948
87750,-24771.115234375,296.1088268768604,20.44203969920177,0.9336574170984498
88000,-24877.328125,302.343013864085,20.677166763949508,0.9230404824638141
88250,-24905.9296875,295.15256238100733,20.58369950591334,0.9272318603513259
88500,-24726.30078125,295.5638036105787,20.780020796917224,0.9184717461212617
88750,-24998.98046875,303.6586845638459,20.715669762873357,0.9213248813217904
89000,-24947.00390625,301.3651260039649,20.621552894497867,0.9255298125910336
89250,-24787.703125,299.84264172304336,21.111160261086486,0.9040650418897651
89500,-24925.91015625,294.9165859184695,21.10822178540851,0.9041908967895245
89750,-24907.94140625,293.1066949988659,20.677078625630724,0.9230444170252563
90000,-24823.5234375,293.043014433801,20.532525877292127,0.9295428190298126
90250,-24862.712890625,308.39584533511976,20.68815943103511,0.9225500242979205
90500,-24959.6640625,300.87435342367297,20.474514363987,0.9321765413567595
90750,-24957.015625,297.75131808985157,20.419266795944452,0.9346986929800738
91000,-25077.193359375,298.79687044007824,20.404206229047745,0.9353886042677696
91250,-24855.236328125,288.56537707953106,20.46190835273499,0.9327508293345295
91500,-25026.3203125,305.64244939780866,20.520179204986693,0.9301021104699984
91750,-24822.265625,291.7465202850507,20.82755651984097,0.9163754743672844
92000,-24783.3828125,285.07138778121924,20.646489487758803,0.9244119682959471
92250,-24731.595703125,298.9047039142009,20.619548021060503,0.9256198034159953
92500,-24713.92578125,298.9184644576223,20.520624585673062,0.9300819234861849
92750,-24638.14453125,297.98504013293683,20.440988928073317,0.9337054118535573
93000,-24551.634765625,297.44003129852547,20.617476912613565,0.9257127856466354
93250,-24562.517578125,308.8860140701049,20.841293226098117,0.9157714820633485
93500,-24752.068359375,305.48614156494494,20.63074003342504,0.9251176620353222
93750,-24599.265625,304.41757036833087,20.542952946860638,0.9290710072281692
94000,-24828.419921875,312.91492872528454,20.476492619689296,0.9320864827909331
94250,-24634.833984375,309.2423466999224,20.427081966466616,0.9343410878319436
94500,-24589.966796875,307.18564285239876,20.497567328556613,0.9311281519339533
94750,-24656.646484375,299.7241668459782,20.635237733657462,0.9249160214253491
95000,-24634.134765625,287.9768479514529,20.783626419379633,0.9183124061537277
95250,-24872.09375,303.94708254822234,20.891731500853442,0.9135605627040069
95500,-24746.6796875,287.37351847532955,20.731547275023885,0.9206192732548327
95750,-24900.0234375,283.19583365429634,20.57824156560684,0.927477788854398
96000,-25170.111328125,299.7016027940419,20.15325642696861,0.9470361306096641
96250,-25255.478515625,290.5938274600314,19.860256351347115,0.961007836360889
96500,-25249.4296875,289.43279441837154,19.58559176548059,0.974484826106676
96750,-25238.94140625,295.9838347693917,19.7934051964785,0.9642535883202308
